DOI,f_avg_core_width_,f_Ms_emu_g_MNP,f_Hc_,c_core_composition,c_dopant_element_1,c_dopant_element_2,c_is_coated,f_H_,f_FCY_,f_conc_MNP_mg_mL,c_shape_type,c_magnetic_phase,SAR_W_g,f_avg_core_sd_ _BOTH,f_area_volume_ratio,f_Mr_Ms_BOTH,f_dopant_ratio_1,f_dopant_ratio_2
"10.1016, j.matchemphys.2021.124546",9.6,31.92,,Mn0.6Zn0.4Fe2O5,Zn,Mn,lauric acid,157.1,330,0.35,nanocube,superparamagnetic,17.5,0.1,,,0.4,0.6
"10.1016, j.matchemphys.2024.129477",11.6,39.81,,Mn0.7Zn0.3Fe2O5,Zn,Mn,lauric acid,157.1,330,0.35,nanocube,superparamagnetic,43.1,0.5,,,0.3,0.7
"10.1016, j.matchemphys.2024.129477",11.7,41.5,,Mn0.8Zn0.2Fe2O5,Zn,Mn,lauric acid,157.1,330,0.35,nanocube,superparamagnetic,56.4,0.5,,,0.2,0.8
"10.1016, j.matchemphys.2024.129477",12.3,31.54,,Mn0.9Zn0.1Fe2O5,Zn,Mn,lauric acid,157.1,330,0.35,nanocube,superparamagnetic,195.4,0.5,,,0.1,0.9
"10.1016, j.matchemphys.2024.129477",33.3,76,62.85,MnFe2O4,,,,153.8,355,,spherical,superparamagnetic,965,,,,,
"10.1016, j.matchemphys.2024.129477",30.7,39.2,153,Fe3O4,,,APTMS and Ag,150,15,,Round,soft ferromagnetic,2.12,,High,,,
"10.1016, j.matchemphys.2024.129477",12,37.6,300,CoFe2O4,,,,150,20,333.33,spherical,ferromagnetic,0.0857,,High,,,
"10.1016, j.matchemphys.2024.129477",17,34.7,300,CoFe2O4,,,ZnS,150,20,333.33,spherical,soft ferromagnetic,0.0878,,High,,,
"10.1016, j.matchemphys.2024.129477",17,32.5,100,CoFe2O4,,,ZnS,150,20,333.33,spherical,soft ferromagnetic,0.0879,,High,,,
"10.1016, j.matchemphys.2024.129477",17,30.6,100,CoFe2O4,,,ZnS,150,20,333.33,spherical,soft ferromagnetic,0.1254,,High,,,
"10.1016, j.matchemphys.2024.129477",17,29.8,100,CoFe2O4,,,ZnS,150,20,333.33,spherical,soft ferromagnetic,0.1329,,High,,,
"10.1016, j.matchemphys.2024.129477",17,29.4,90,CoFe2O4,,,ZnS,150,20,333.33,spherical,soft ferromagnetic,0.1265,,High,,,
"10.1016, j.matchemphys.2024.129477",9.7,54.1,57,Fe3O4,,,,150,10,333.33,semi-spherical,soft ferromagnetic,1.6,1.7,,,,0.22
"10.1016, j.matchemphys.2024.129477",9.7,54.1,57,Fe3O4,,,,150,15,333.33,semi-spherical,soft ferromagnetic,2.1,1.7,,,,0.22
"10.1016, j.matchemphys.2024.129477",9.7,54.1,57,Fe3O4,,,,150,20,333.33,semi-spherical,soft ferromagnetic,2.9,1.7,,,,0.22
"10.1016, j.jallcom.2023.172999",7.5,38.1,59,Fe3O4,,,CDs,150,20,333.33,semi-spherical,soft ferromagnetic,2.5,1.9,,,,0.12
"10.1016, j.jallcom.2023.172999",7.4,33.5,61,Fe3O4,,,CDs,150,20,333.33,semi-spherical,soft ferromagnetic,2.3,1.6,,,,0.11
"10.1016, j.jallcom.2023.172999",7.2,28.9,65,Fe3O4,,,CDs,150,20,333.33,semi-spherical,soft ferromagnetic,1.7,1.6,,,,0.12
"10.1016, j.matchemphys.2024.130045",18,60,,Fe3O4,,,oleic acid,150,86,50,spherical,,13.5,2.5,,,,
"10.1016, j.matchemphys.2024.130045",18,60,,Fe3O4,,,oleic acid,150,86,100,spherical,,13.2,2.5,,,,
"10.1016, j.matchemphys.2024.130045",18,60,,Fe3O4,,,oleic acid,150,235,50,spherical,,94.4,2.5,,,,
"10.1016, j.matchemphys.2024.130045",18,60,,Fe3O4,,,oleic acid,150,235,100,spherical,,92.5,2.5,,,,
"10.1016, j.matchemphys.2024.130045",18,60,,Fe3O4,,,oleic acid,150,460,50,spherical,,316.3,2.5,,,,
"10.1016, j.matchemphys.2024.130045",18,60,,Fe3O4,,,oleic acid,150,460,100,spherical,,309.8,2.5,,,,
"10.1016, j.matchemphys.2024.130045",11.1,36.3,6,Co0.2Zn0.8Fe2O4,Zn,Co,,150,340,1,spherical,superparamagnetic,75.8,1.7,,,0.2,0.8
"10.1016, j.inoche.2022.110000",11.1,33.4,17,Co0.2Zn0.8Fe2O4,Zn,Co,chitosan,150,340,1,spherical,superparamagnetic,126.1,1.7,,,0.2,0.8
"10.1016, j.inoche.2022.110000",42.2,26.8,68,Fe3O4,,,PEI,150,335,1,spherical,superparamagnetic,120.2,24.4,,6.7,,
"10.1016, j.inoche.2022.110000",38.9,49.8,57.3,Fe3O4,,,PEI,150,335,1,nanoflowers,superparamagnetic,132.3,6.1,,7,,
"10.1016, j.inoche.2022.110000",20,73.9,130,Fe3O4,,,PEI,150,335,1,nanorods,superparamagnetic,142.7,4.85,,20.2,,
"10.1016, j.inoche.2022.110000",46.2,84,7.2,Fe3O4,,,PEI,150,335,1,nanocube,superparamagnetic,170,6.4,,1.9,,
"10.1016, j.inoche.2022.110000",6.5,90.2,152.12,Fe3O4,,,,150,245.6,,spherical,Superparamagentic,43.5,2,high,22.4,,
"10.1039, d4ra07910h",14.8,49.9,600,CoFe2O4,,,,150,20,333.3,spherical,ferromagnetic,0.178,2.5,,,,
"10.1016, j.powtec.2026.122122",13.3,45.7,400,"CoFe2O4, rGO",,,Reduced graphene oxide,150,20,333.3,spherical,ferromagnetic,0.272,2.9,,,,
"10.1016, j.powtec.2026.122122",13.3,33.2,400,"CoFe2O4, rGO",,,Reduced graphene oxide,150,20,333.3,spherical,ferromagnetic,0.586,2.9,,,,
"10.1016, j.powtec.2026.122122",13.3,27,400,"CoFe2O4, rGO",,,Reduced graphene oxide,150,20,333.3,spherical,ferromagnetic,0.736,2.9,,,,
"10.1016, j.powtec.2026.122122",14.15,67.4,44,Fe3O4,,,,150,340,1.5,spherical,superparamagnetic,125.8,0.19,,0.05,,
"10.1016, j.powtec.2026.122122",15.08,57,36.9,Fe3O4,,,TA-Fe3+,150,340,1.5,spherical,superparamagnetic,154.2,0.38,,,,
"10.1016, j.ceramint.2022.04.088",24.3,60.6,96,MnTb0.03Fe1.97O4,Tb,,,150,450,1,spherical,,292.3,2.4,,,0.03,
"10.1016, j.ceramint.2022.04.088",8.5,65.5,994,CoFe2O4,,,,150,450,4,,,23,0.2,,0.35,,
"10.1016, j.ceramint.2022.04.088",9.1,44,1828,CoGd0.05Fe1.95O4,Gd,,,150,450,4,,,19.9,0.2,,0.42,0.05,
"10.1016, j.ceramint.2022.04.088",8.8,54.4,1470,CoGd0.15Fe1.85O4,Gd,,,150,450,4,,,25.1,0.1,,0.32,0.15,
"10.1016, j.ceramint.2022.04.088",10.9,31.9,688,CoGd0.25Fe1.75O4,Gd,,,150,450,4,,,18.8,0.1,,0.35,0.25,
"10.1016, j.ceramint.2022.04.088",20.7,53.1,54,Fe3O4,,,,150,15,,spherical,Cubic,2.9,,,,,
"10.1016, j.ceramint.2022.04.088",30.1,80,0.06,Mn0.75Zn0.25Fe2O4,Mn,Zn,,150,200,,spherical,ferrimagnetic,31.42,,,,0.75,0.25
"10.1016, j.ceramint.2022.04.088",29.6,60,0.07,Mn0.75Zn0.25Fe2O4,Mn,Zn,,150,200,,spherical,ferrimagnetic,20.13,,,,0.5,0.5
"10.1016, j.ceramint.2022.04.088",20.3,40,0.08,Mn0.75Zn0.25Fe2O4,Mn,Zn,,150,200,,spherical,ferrimagnetic,20.13,,,,0.25,0.75
"10.1016, j.ceramint.2022.04.088",23,,,Fe2O3,,,Carboxydextran,138.27,410,,,,400,,,,,
"10.1016, j.jcis.2024.05.046",23,,,Fe2O3,,,Carboxydextran,138.27,410,,spherical,ferrimagnetic,400,,,,,
"10.1016, j.jcis.2024.05.046",14,59,0,Fe3O4,,,,138.2,322,1,spherical,superparamagnetic,50.56,,,0,,
"10.1016, j.jallcom.2021.161276",14,59,0,Fe3O4,,,,138.2,322,5,spherical,superparamagnetic,30.04,,,0,,
"10.1016, j.jallcom.2021.161276",14,59,0,Fe3O4,,,,138.2,322,4,spherical,superparamagnetic,30.04,,,0,,
"10.1016, j.jallcom.2021.161276",14,59,0,Fe3O4,,,,138.2,322,5,spherical,superparamagnetic,34.88,,,0,,
"10.1016, j.jallcom.2021.161276",9,66.3,0,Fe3O4,,,TA-ATA,137,751.5,0.5,spherical,superparamagnetic,191.7,3,,,,
"10.1016, j.jallcom.2021.161276",9,66.3,0,Fe3O4,,,TA-ATA,137,751.5,2,spherical,superparamagnetic,272.3,3,,,,
"10.1016, j.jallcom.2021.161276",29.4,77.8,0,Fe3O4,,,TEA-TTEG,137,751.5,0.5,nanoflower,superparamagnetic,847.4,,,,,
"10.1016, j.mtcomm.2025.111966",9,60,0,Fe3O4,,,Oleylamine,136.9,751.5,0.5,spherical,superparamagnetic,36,,,0,,
"10.1016, j.mtcomm.2025.111966",9,60,0,Fe3O4,,,Oleylamine,136.9,751.5,1,spherical,superparamagnetic,31.8,,,0,,
"10.1016, j.inoche.2024.112921",9,60,0,Fe3O4,,,Oleylamine,136.9,751.5,2,spherical,superparamagnetic,17.2,,,0,,
"10.1016, j.inoche.2024.112921",9,60,0,Fe3O4,,,Oleylamine,136.9,751.5,4,spherical,superparamagnetic,7.1,,,0,,
"10.1016, j.inoche.2024.112921",9,60,0,Fe3O4,,,Oleylamine,136.9,751.5,6,spherical,superparamagnetic,8.5,,,0,,
"10.1016, j.inoche.2024.112921",11,65.75,90,Fe3O4,,,TREG,130,329.2,33.33,spherical,superparamagnetic,13.45,,,,,
"10.1016, j.inoche.2024.112921",11,65.75,90,Fe3O4,,,TREG,130,329.2,16.66,spherical,superparamagnetic,19.23,,,,,
"10.1016, j.inoche.2024.112921",11,65.75,90,Fe3O4,,,TREG,130,329.2,8.32,spherical,superparamagnetic,26.89,,,,,
"10.1016, j.inoche.2024.112921",11,65.75,90,Fe3O4,,,TREG,130,329.2,4.16,spherical,superparamagnetic,38.22,,,,,
"10.1016, j.inoche.2024.112921",11,65.75,90,Fe3O4,,,TREG,130,329.2,0.83,spherical,superparamagnetic,103.67,,,,,
"10.1016, j.inoche.2024.112921",9,66.3,0,Fe3O4,,,TA-ATA,129.5,330.3,0.5,spherical,superparamagnetic,140.8,3,,,,
"10.1016, j.inoche.2024.112921",29.4,77.8,0,Fe3O4,,,TEA-TTEG,129.5,330.3,0.5,nanoflower,superparamagnetic,324.1,,,,,
"10.1016, j.inoche.2024.112921",34,30.2,3.06,Mn0.6Ga0.4Fe2O4,Mn,Ga,"pluronic F127, oleic acid",128.21,354,3,spherical,superparamagnetic,15.2,7.5,,0.02,0.6,0.4
"10.1016, j.inoche.2024.112921",34,30.2,3.06,Mn0.6Ga0.4Fe2O4,Mn,Ga,"pluronic F127, oleic acid",128.21,354,4.5,spherical,superparamagnetic,19,7.5,,0.02,0.6,0.4
"10.1039, d5ra04120a",34,30.2,3.06,Mn0.6Ga0.4Fe2O4,Mn,Ga,"pluronic F127, oleic acid",128.21,354,6,spherical,superparamagnetic,20.7,7.5,,0.02,0.6,0.4
"10.1039, d5ra04120a",34,30.2,3.06,Mn0.6Ga0.4Fe2O4,Mn,Ga,"pluronic F127, oleic acid",128.21,354,10,spherical,superparamagnetic,19.5,7.5,,0.02,0.6,0.4
"10.1039, d5ra04120a",15,33.5,3.41,Mn0.6Ga0.4Fe2O4,Mn,Ga,,128.21,354,3,spherical,ferrimagnetic,10.6,2,,0.017,0.6,0.4
"10.1039, d5ra04120a",15,33.5,3.41,Mn0.6Ga0.4Fe2O4,Mn,Ga,,128.21,354,4.5,spherical,ferrimagnetic,13.9,2,,0.017,0.6,0.4
"10.1039, d5ra04120a",15,33.5,3.41,Mn0.6Ga0.4Fe2O4,Mn,Ga,,128.21,354,6,spherical,ferrimagnetic,15.8,2,,0.017,0.6,0.4
"10.1039, d5ra04120a",15,33.5,3.41,Mn0.6Ga0.4Fe2O4,Mn,Ga,,128.21,354,10,spherical,ferrimagnetic,15.6,2,,0.017,0.6,0.4
"10.1016, j.jallcom.2023.172588",20,,,Fe3O4,,,BSA,125.7,512,,sphericals,,109.8,,,,,
"10.1016, j.jallcom.2023.172588",13.8,45.42,0,Mn0.5Zn0.5Fe2O4,Mn,Zn,TMAOH,125.7,333,1.7,Nanoflower,superparamagnetic,47.3,0.3,,,0.5,0.5
"10.1016, j.jallcom.2023.172588",18.1,63.65,0,Mn0.5Zn0.5Fe2O4,Mn,Zn,TMAOH,125.7,333,1.7,Nanoflower,superparamagnetic,22.9,0.4,,,0.5,0.5
"10.1016, j.jallcom.2023.172588",18.5,73.15,0,Mn0.5Zn0.5Fe2O4,Mn,Zn,TMAOH,125.7,333,1.7,Nanoflower,superparamagnetic,36.6,0.3,,,0.5,0.5
"10.1016, j.jallcom.2023.172588",19.2,79.08,0,Mn0.5Zn0.5Fe2O4,Mn,Zn,TMAOH,125.7,333,1.7,Nanoflower,superparamagnetic,360.9,0.3,,,0.5,0.5
"10.1016, j.jallcom.2023.172588",19.3,67.3,0,Mn0.5Zn0.5Fe2O4,Mn,Zn,TMAOH,125.7,333,1.7,Nanoflower,superparamagnetic,167.1,0.3,,,0.5,0.5
"10.1016, j.cap.2024.10.010",22,22.216,200.63,MgFe1.9Nd0.1O4,Nd,,,125.66,333,10,spherical,ferrimagnetic,21.52,,,,0.1,
"10.1016, j.cap.2024.10.010",9.5,35.86,3.57,MgFe1.9Nd0.1O4,Nd,,,125.66,333,10,spherical,ferrimagnetic,4.93,,,,0.1,
"10.1016, j.jmmm.2025.172808",10.8,44.88,4.31,MgFe1.9Nd0.1O4,Nd,,,125.66,333,10,spherical,ferrimagnetic,5.41,,,,0.1,
"10.1016, j.jmmm.2025.172808",13,50.72,4.15,MgFe1.9Nd0.1O4,Nd,,,125.66,333,10,spherical,ferrimagnetic,42.22,,,,0.1,
"10.1016, j.jmmm.2025.172808",8,24.02,,Mn0.5Zn0.5Fe2O4,Mn,Zn,PEG,125.6,333,10,spherical,superparamagnetic,4.08,0.2,,,0.6,0.57
"10.1016, j.jmmm.2025.172808",9.5,36.67,,Mn0.5Zn0.5Fe2O4,Mn,Zn,PEG,125.6,333,10,spherical,superparamagnetic,4.93,0.17,,,0.5,0.46
"10.1016, j.jmmm.2025.172808",10.8,45.62,,Mn0.5Zn0.5Fe2O4,Mn,Zn,PEG,125.6,333,10,spherical,superparamagnetic,5.41,0.09,,,0.46,0.4
"10.1016, j.jmmm.2025.172808",13.8,54.36,,Mn0.5Zn0.5Fe2O4,Mn,Zn,PEG,125.6,333,10,spherical,superparamagnetic,42.22,0.13,,,0.12,0.24
"10.1016, j.jallcom.2023.173407",7.5,25.85,,Mn0.5Zn0.5Fe2O4,Zn,Mn,lauric acid,125.6,330,50,nanocube,superparamagnetic,2.8,1.4,,,0.5,0.5
"10.1016, j.jallcom.2023.173407",9.6,31.92,,Mn0.6Zn0.4Fe2O4,Zn,Mn,lauric acid,125.6,330,50,nanocube,superparamagnetic,11.4,0.1,,,0.4,0.6
"10.1016, j.jallcom.2023.173407",11.6,39.81,,Mn0.7Zn0.3Fe2O4,Zn,Mn,lauric acid,125.6,330,50,nanocube,superparamagnetic,29.7,0.5,,,0.3,0.7
"10.1016, j.jallcom.2023.173407",11.7,41.5,,Mn0.8Zn0.2Fe2O4,Zn,Mn,lauric acid,125.6,330,50,nanocube,superparamagnetic,41.5,0.5,,,0.2,0.8
"10.1016, j.jallcom.2023.173407",12.3,31.54,,Mn0.9Zn0.1Fe2O4,Zn,Mn,lauric acid,125.6,330,50,nanocube,superparamagnetic,94.7,0.5,,,0.1,0.9
"10.1016, j.jallcom.2023.173407",29.4,77.8,0,Fe3O4,,,TEA-TTEG,124.45,1001.1,0.5,nanoflower,superparamagnetic,909.4,,,,,
"10.1016, j.jallcom.2023.173407",7,58.2,0,Fe3O4,,,TMA,124.44,1001.1,0.5,spherical,superparamagnetic,80.3,3,,,,
"10.1016, j.jallcom.2023.173407",9,61.8,0,Fe3O4,,,TMA-ATA,124.44,1001.1,0.5,spherical,superparamagnetic,96.3,2,,,,
"10.1016, j.matchemphys.2026.132326",8,62.2,0,Fe3O4,,,PMA,124.44,1001.1,0.5,spherical,superparamagnetic,80.3,3,,,,
"10.1016, j.matchemphys.2026.132326",8,63.2,0,Fe3O4,,,PMA-ATA,124.44,1001.1,0.5,spherical,superparamagnetic,96.3,2,,,,
"10.1016, j.matchemphys.2026.132326",10,73.6,0,Fe3O4,,,ATA,124.44,1001.1,0.5,spherical,superparamagnetic,183.3,3,,,,
"10.1016, j.matchemphys.2026.132326",9,66.3,0,Fe3O4,,,TA-ATA,124.44,1001.1,0.5,spherical,superparamagnetic,200.1,3,,,,
"10.1016, j.tiv.2023.105760",9,66.3,0,Fe3O4,,,TA-ATA,124.44,1001.1,1,spherical,superparamagnetic,158.2,3,,,,
"10.1016, j.tiv.2023.105760",9,66.3,0,Fe3O4,,,TA-ATA,124.44,1001.1,2,spherical,superparamagnetic,212.9,3,,,,
"10.1016, j.tiv.2023.105760",9,66.3,0,Fe3O4,,,TA-ATA,124.44,1001.1,4,spherical,superparamagnetic,188.7,3,,,,
"10.1016, j.tiv.2023.105760",9,66.3,0,Fe3O4,,,TA-ATA,124.44,1001.1,8,spherical,superparamagnetic,147.8,3,,,,
"10.1016, j.tiv.2023.105760",16,61,0,MnFe2O4,,,,123.18,276,,spherical,,92,,,,,
"10.1016, j.tiv.2023.105760",11.2,,,Fe3O4,,,,120,331,,,,32,,,,,
"10.1016, j.inoche.2024.112466",32,41.2,55.9,MnFe2O4,Ni,,PEG-400,119.3,586.4,1,nanocube,soft ferrimagnetic,129,,,0.153,0,
"10.1016, j.inoche.2024.112466",25,39.19,0,Fe3O4,,,,116.52,198,1,polygonal,superparamagnetic,110.62,,,0,,
"10.1016, j.inoche.2024.112466",17.5,22.87,,Fe3O4,,,chitosan,116.52,198,1,polygonal,superparamagnetic,80.87,,,,,
"10.1016, j.inoche.2024.112466",17.5,18.33,,Fe3O4,,,chitosan,116.52,198,1,polygonal,superparamagnetic,64.6,,,,,
"10.1016, j.inoche.2024.112466",25,28,0,Fe3O4,,,chitosan,116.52,198,1,polygonal,superparamagnetic,88.27,,,0,,
"10.1016, j.inoche.2024.112466",25,24,0,Fe3O4,,,chitosan,116.52,198,1,polygonal,superparamagnetic,79.89,,,0,,
"10.1016, j.inoche.2024.112466",36.2,22.706,95.022,MgFe1.9Yb0.1O4,Yb,,,116.42,198,,spherical,ferrimagnetic,87.26,,,,0.1,
"10.1016, j.inoche.2024.112466",11.9,15.779,34.92,MgFe1.9Pr0.1O4,Pr,,,116.42,198,,spherical,ferrimagnetic,11.79,,,,0.1,
"10.1016, j.inoche.2024.112466",9.5,15.659,32.074,MgFe1.9Gd0.1O4,Gd,,,116.42,198,,spherical,ferrimagnetic,25.35,,,,0.1,
"10.1016, j.inoche.2024.112466",22,22.216,200.63,MgFe1.9Nd0.1O4,Nd,,,116.42,198,,spherical,ferrimagnetic,21.52,,,,0.1,
"10.1016, j.inoche.2024.112466",107,58.8,15.4,Fe3O4,,,iodixal,115.6,400,20,spherical,ferrimagnetic,45.6,,,0.0185,,
"10.1016, j.inoche.2024.112466",67,55.4,5.13,Fe3O4,,,iodixal,115.6,400,20,spherical,ferrimagnetic,22.24,6.08,,0.0158,,
"10.1016, j.molliq.2025.127512",53,46,3.32,Fe3O4,,,iodixal,115.6,400,20,spherical,ferrimagnetic,15.46,4.41,,0.0113,,
"10.1016, j.molliq.2025.127512",125,,,γ-Fe2O3,,,,113.1,880,,spherical,ferrimagnetic,42,,,,,
"10.1016, j.molliq.2025.127512",125,,,Fe3O4,,,,113.1,880,,spherical,ferrimagnetic,45,,,,,
"10.1016, j.molliq.2025.127512",175,,,La0.75Sr0.25MnO3,Sr,,,113.1,800,,spherical,ferromagnetic,6,,,,0.25,
"10.1016, j.molliq.2025.127512",175,,,La0.75Sr0.25MnO3,Sr,,,113.1,800,,spherical,ferromagnetic,4,,,,0.25,
"10.1016, j.molliq.2025.127512",24,,,CoFe2O4,,,Fe3O4,113,337,,,,92.27,,,,,
"10.1016, j.molliq.2025.127512",7,49,0,CoFe2O4,,,citric acid,111.9,220,5,spherical,superparamagnetic,152.7,,,0,,
"10.1016, j.molliq.2025.127512",19,50.7,0,Fe3O4,,,dextran,109.36,108,2,spherical,superparamagnetic,107.391,,,0,,
"10.1016, j.molliq.2025.127512",9.5,49.06,0,Zn0.3Fe2.7O4,Zn,Ni,oleic acid and sodium oleate,109.36,465,1,spherical,superparamagnetic,579,1.6,,,0.3,
"10.1016, j.molliq.2025.127512",11.7,33.15,0,Fe3O4,,,oleic acid and sodium oleate,109.36,465,1,spherical,superparamagnetic,181,2.6,,,,
"10.1016, j.molliq.2025.127512",9.5,49.06,0,Zn0.3Fe2.7O4,Zn,,oleic acid and sodium oleate,109.36,465,1,,superparamagnetic,325,1.6,,,0.3,
"10.1016, j.molliq.2025.127512",11.7,33.15,0,Fe3O4,,,oleic acid and sodium oleate,109.36,465,1,spherical,superparamagnetic,118,2.6,,,,
"10.1016, j.ceramint.2022.07.291",11.2,33.15,,Fe3O4,,,,109.34,465,,spherical,superparamagnetic,118,,,,,
"10.1016, j.ceramint.2022.07.291",9.4,49.06,,Zn0.3Fe2.7O4,Zn,,,109.34,465,,spherical,superparamagnetic,579,,,,0.3,
"10.1016, j.ceramint.2022.07.291",11.9,172,,Fe3O4,,,oleic acid + sodium oleate,109.34,465,1,spherical,superparamagnetic,181,,,,,
"10.1016, j.ceramint.2022.07.291",9.6,198,,Mn0.2Fe2.8O4,Mn,,oleic acid + sodium oleate,109.34,465,1,spherical,superparamagnetic,339,,,,0.2,
"10.1016, j.jmmm.2023.171656",9.1,201,,Mn0.4Fe2.6O4,Mn,,oleic acid + sodium oleate,109.34,465,1,spherical,superparamagnetic,5510,,,,0.4,
"10.1016, j.jmmm.2023.171656",12.1,,0,Fe3O4,,,Double surfactant (oleic acid and Sodium Oleate),109.3,465,1,spherical,superparamagnetic,118,0.2,,,,
"10.1016, j.jmmm.2023.171656",9.6,,0,Mn0.4Fe2.6O4,Mn,,Double surfactant (oleic acid and Sodium Oleate),109.3,465,1,spherical,superparamagnetic,342,0.3,,,0.4,
"10.1016, j.jmmm.2023.171656",6.3,,0,Mn0.8Fe2.2O4,Mn,,Double surfactant (oleic acid and Sodium Oleate),109.3,465,1,spherical,superparamagnetic,161,0.1,,,0.8,
"10.1016, j.jmmm.2023.171656",29.4,77.8,0,Fe3O4,,,TEA-TTEG,108.1,474.7,0.5,nanoflower,superparamagnetic,330.8,,,,,
"10.1016, j.colsurfa.2025.136747",7,63,0,Fe3O4,,,,105,198,2,spherical,superparamagnetic,353,0.3,Large,0,,
"10.1016, j.bbagen.2023.130543",6.1,,0,Fe3O4,,,TMAOH,105,198,2,spherical,superparamagnetic,393,0.1,,0,,
"10.1016, j.bbagen.2023.130543",7,63,0,Fe3O4,,,,105,198,2,spherical,superparamagnetic,353,0.3,,0,,
"10.1016, j.bbagen.2023.130543",10,20.7,0,γ-Fe2O3,,,bioactive glass,105,198,2,spherical,superparamagnetic,343,,,0,,
"10.1016, j.bbagen.2023.130543",7,49,0,CoFe2O4,,,citric acid,101.8,220,5,spherical,superparamagnetic,115,,,0,,
"10.1016, j.bbagen.2023.130543",9.3,,,Fe3O4,,,folic acid - PEG,100.6,230,,spherical,superparamagnetic,248,,,,,
"10.1016, j.jmmm.2021.168233",8,,,Fe3O4,,,cystene,100.6,230,,spherical,superparamagnetic,156,,,,,
"10.1016, j.jmmm.2021.168233",10.2,61.4,8.3,Fe3O4,,,,100.6,500,40,spherical,superparamagnetic,3.49,0.19,,0.05,,
"10.1016, j.jmmm.2021.168233",10.84,60.13,21.98,Fe3O4,Co,,,100.6,500,40,irregular,superparamagnetic,25.87,0.19,,0.04,0.02,
"10.1016, j.jmmm.2021.168233",10.2,56.63,22.34,Fe3O4,Co,,,100.6,500,40,irregular,superparamagnetic,17.87,0.56,,0.03,0.05,
"10.1016, j.jmmm.2021.168233",11.62,56.27,57.54,Fe3O4,Co,,,100.6,500,40,irregular,superparamagnetic,10.92,0.24,,0.02,0.1,
"10.1016, j.jmmm.2021.168233",9.3,,,Fe3O4,,,folic acid - PEG,100.56,230,,,,248,,,,,
"10.1016, j.jmmm.2021.168233",8,,,Fe3O4,,,cystene,100.56,230,,,,156,,,,,
"10.1016, j.jmmm.2021.168233",10,,,Fe3O4,,,PPy-PEG-FA,100.56,230,,sphericals,,487,,,,,
"10.1016, j.jmmm.2021.168233",8,,,Fe3O4,,,thiolated-PEG,100.56,230,,sphericals,,248,,,,,
"10.1016, j.jmmm.2021.168233",10,56.64,9.95,Fe3O4,,,,100.53,500,40,irregular,superparamagnetic,6.47,,,0.009,,
"10.1016, j.biomaterials.2025.123277",10,56.64,9.95,Fe3O4,,,,100.53,500,40,irregular,superparamagnetic,6.47,9.51,,0.52,,
"10.1016, j.biomaterials.2025.123277",10,53.11,9.7,Fe3O4,,,PEG-6000,100.53,500,40,nanocubeal,superparamagnetic,8.64,9.85,,0.45,,
"10.1016, j.biomaterials.2025.123277",11,53.06,23.06,Fe3O4,,,PEG-6000,100.53,500,40,Rectangular,superparamagnetic,14.22,10.05,,1.11,,
"10.1016, j.jallcom.2023.172830",12,48.13,35.34,Fe3O4,,,PEG-6000,100.53,500,40,irregular,superparamagnetic,15.42,11.27,,1.52,,
"10.1016, j.jallcom.2023.172830",12,49.1,13.66,Fe3O4,,,PEG-6000,100.53,500,40,Pseudo-hexagonal,superparamagnetic,21.59,10.64,,1.06,,
"10.1016, j.jddst.2025.106953",70,81.3,185.92,Fe3O4,,,PEI,100.52,110,10,spherical,ferrimagnetic,20,12,,0.36,,
"10.1016, j.jddst.2025.106953",9.51,56.61,9.95,Fe3O4,,,,100.5,500,40,,superparamagnetic,6.47,,,0.00918,,
"10.1016, j.jddst.2025.106953",8.88,50.3,5.66,Fe3O4,,,chitosan (0.5 wt%),100.5,500,40,,superparamagnetic,31.6,,,0.00497,,
"10.1016, j.jddst.2025.106953",8.99,51.61,6.49,Fe3O4,,,chitosan (1 wt%),100.5,500,40,,superparamagnetic,20.01,,,0.00581,,
"10.1016, j.jddst.2025.106953",8.59,49.43,8.01,Fe3O4,,,chitosan (1.5 wt%),100.5,500,40,,superparamagnetic,32.65,,,0.00728,,
"10.1016, j.jddst.2025.106953",11.13,47.75,6.83,Fe3O4,,,chitosan (2 wt%),100.5,500,40,,superparamagnetic,27.38,,,0,,
"10.1016, j.jddst.2025.106953",30,4,,γ-Fe2O3,,,carboxymethyl-dextran,100,160,,aggregate,superparamagnetic,22,,,,,
"10.1016, j.jddst.2025.106953",8.7,59.9,25.5,CoFe2O4,,,PMA-co-PHEMA,100,230,10,spherical,ferrimagnetic,4.8,,,,,
"10.1016, j.jddst.2025.106953",8.7,59.9,25.5,CoFe2O4,,,PMA-co-PHEMA,100,230,20,spherical,ferrimagnetic,6,,,,,
"10.1016, j.jddst.2025.106953",8.7,59.9,25.5,CoFe2O4,,,PMA-co-PHEMA,100,230,20,spherical,ferrimagnetic,26.1,,,,,
"10.1016, j.jddst.2025.106953",20.8,54.2,54,Fe3O4,,,APTMS and Ag,100,10,,Round,soft ferromagnetic,0.81,,High,,,
"10.1016, j.jddst.2025.106953",9.7,54.1,57,Fe3O4,,,,100,10,333.33,semi-spherical,soft ferromagnetic,0.8,1.7,,,,0.22
"10.1016, j.jddst.2025.106953",9.7,54.1,57,Fe3O4,,,,100,15,333.33,semi-spherical,soft ferromagnetic,1.7,1.7,,,,0.22
